Date,Home,Away,Game Number,Ballpark
2026-10-21,Los Angeles Sharks,San Francisco Owls 2,158,Los Angeles Park
2026-10-22,Los Angeles Sharks,San Francisco Owls 2,159,Los Angeles Park
2026-10-20,Miami Aces,New York Hawks 2,157,Miami Park
2026-10-21,Miami Aces,New York Hawks 2,158,Miami Park
2026-10-22,Miami Aces,New York Hawks 2,159,Miami Park
2026-10-20,Phoenix Hawks,Detroit Bears 2,157,Phoenix Park
2026-10-21,Phoenix Hawks,Detroit Bears 2,158,Phoenix Park
2026-10-22,Phoenix Hawks,Detroit Bears 2,159,Phoenix Park
2026-10-20,Kansas City Wolves,Cleveland Sharks 2,157,Kansas City Park
2026-10-21,Kansas City Wolves,Cleveland Sharks 2,158,Kansas City Park
2026-10-22,Kansas City Wolves,Cleveland Sharks 2,159,Kansas City Park
2026-10-20,Dallas Rockets,Tampa Pilots 2,157,Dallas Park
2026-10-21,Dallas Rockets,Tampa Pilots 2,158,Dallas Park
2026-10-22,Dallas Rockets,Tampa Pilots 2,159,Dallas Park
2026-10-20,Minneapolis Guardians,San Diego Falcons 2,157,Minneapolis Park
2026-10-21,Minneapolis Guardians,San Diego Falcons 2,158,Minneapolis Park
2026-10-22,Minneapolis Guardians,San Diego Falcons 2,159,Minneapolis Park
2026-10-20,Boston Falcons,Atlanta Captains 2,157,Boston Park
2026-10-21,Boston Falcons,Atlanta Captains 2,158,Boston Park
2026-10-22,Boston Falcons,Atlanta Captains 2,159,Boston Park
2026-10-20,Seattle Storm 2,Philadelphia Knights 2,157,Seattle Park
2026-10-21,Seattle Storm 2,Philadelphia Knights 2,158,Seattle Park
2026-10-22,Seattle Storm 2,Philadelphia Knights 2,159,Seattle Park
2026-10-24,Toronto Lions,Nashville Foxes,160,Toronto Park
2026-10-25,Toronto Lions,Nashville Foxes,161,Toronto Park
2026-10-26,Toronto Lions,Nashville Foxes,162,Toronto Park
2026-10-24,Austin Stars,Pittsburgh Bears,160,Austin Park
2026-10-25,Austin Stars,Pittsburgh Bears,161,Austin Park
2026-10-26,Austin Stars,Pittsburgh Bears,162,Austin Park
2026-10-24,Baltimore Pilots,Charlotte Storm,160,Baltimore Park
2026-10-25,Baltimore Pilots,Charlotte Storm,161,Baltimore Park
2026-10-26,Baltimore Pilots,Charlotte Storm,162,Baltimore Park
2026-10-24,Portland Captains,Denver Comets,160,Portland Park
2026-10-25,Portland Captains,Denver Comets,161,Portland Park
2026-10-26,Portland Captains,Denver Comets,162,Portland Park
2026-10-24,St. Louis Owls,Houston Knights,160,St. Louis Park
2026-10-25,St. Louis Owls,Houston Knights,161,St. Louis Park
2026-10-26,St. Louis Owls,Houston Knights,162,St. Louis Park
2026-10-24,Washington Aces 2,Indianapolis Anchors,160,Washington Park
2026-10-25,Washington Aces 2,Indianapolis Anchors,161,Washington Park
2026-10-26,Washington Aces 2,Indianapolis Anchors,162,Washington Park
2026-10-24,San Francisco Owls 2,Milwaukee Giants,160,San Francisco Park
2026-10-25,San Francisco Owls 2,Milwaukee Giants,161,San Francisco Park
2026-10-26,San Francisco Owls 2,Milwaukee Giants,162,San Francisco Park
2026-10-24,New York Hawks 2,Chicago Dragons,160,New York Park
2026-10-25,New York Hawks 2,Chicago Dragons,161,New York Park
2026-10-26,New York Hawks 2,Chicago Dragons,162,New York Park
2026-10-24,Detroit Bears 2,Los Angeles Sharks,160,Detroit Park
2026-10-25,Detroit Bears 2,Los Angeles Sharks,161,Detroit Park
2026-10-26,Detroit Bears 2,Los Angeles Sharks,162,Detroit Park
2026-10-24,Cleveland Sharks 2,Miami Aces,160,Cleveland Park
2026-10-25,Cleveland Sharks 2,Miami Aces,161,Cleveland Park
2026-10-26,Cleveland Sharks 2,Miami Aces,162,Cleveland Park
2026-10-24,Tampa Pilots 2,Phoenix Hawks,160,Tampa Park
2026-10-25,Tampa Pilots 2,Phoenix Hawks,161,Tampa Park
2026-10-26,Tampa Pilots 2,Phoenix Hawks,162,Tampa Park
2026-10-24,San Diego Falcons 2,Kansas City Wolves,160,San Diego Park
2026-10-25,San Diego Falcons 2,Kansas City Wolves,161,San Diego Park
2026-10-26,San Diego Falcons 2,Kansas City Wolves,162,San Diego Park
2026-10-24,Atlanta Captains 2,Dallas Rockets,160,Atlanta Park
2026-10-25,Atlanta Captains 2,Dallas Rockets,161,Atlanta Park
2026-10-26,Atlanta Captains 2,Dallas Rockets,162,Atlanta Park
2026-10-24,Philadelphia Knights 2,Minneapolis Guardians,160,Philadelphia Park
2026-10-25,Philadelphia Knights 2,Minneapolis Guardians,161,Philadelphia Park
2026-10-26,Philadelphia Knights 2,Minneapolis Guardians,162,Philadelphia Park
2026-10-24,Seattle Storm 2,Boston Falcons,160,Seattle Park
2026-10-25,Seattle Storm 2,Boston Falcons,161,Seattle Park
2026-10-26,Seattle Storm 2,Boston Falcons,162,Seattle Park
